close,high,low,open,volume,baseVolume,datetime
7333.11000000,7339.69000000,7318.56000000,7328.21000000,763.77539700,364.40663900,2020-01-04 03:00:00
7334.86000000,7338.46000000,7312.65000000,7333.14000000,691.83320500,350.86769200,2020-01-04 04:00:00
7344.69000000,7369.28000000,7325.00000000,7334.59000000,1306.73878500,686.85943200,2020-01-04 05:00:00
7354.96000000,7367.88000000,7340.00000000,7344.70000000,1168.09703600,623.61341200,2020-01-04 06:00:00
7348.11000000,7363.63000000,7327.32000000,7354.95000000,1352.88086500,738.57006100,2020-01-04 07:00:00
7346.59000000,7365.00000000,7330.00000000,7348.04000000,1272.74322500,754.21728400,2020-01-04 08:00:00
7363.88000000,7369.18000000,7339.28000000,7346.40000000,1084.11063300,632.44311500,2020-01-04 09:00:00
7318.30000000,7369.63000000,7304.36000000,7364.32000000,1807.55155200,901.63355000,2020-01-04 10:00:00
7336.45000000,7339.27000000,7302.10000000,7318.15000000,1520.45465500,845.04624400,2020-01-04 11:00:00
7312.89000000,7339.58000000,7305.00000000,7336.75000000,1131.42266700,695.22978200,2020-01-04 12:00:00
7303.88000000,7326.49000000,7291.00000000,7312.79000000,1549.12832600,824.57548200,2020-01-04 13:00:00
7316.72000000,7323.74000000,7296.44000000,7303.72000000,874.23169300,482.35789900,2020-01-04 14:00:00
7318.99000000,7332.00000000,7305.00000000,7315.51000000,870.05060000,555.82858100,2020-01-04 15:00:00
7307.11000000,7323.26000000,7297.91000000,7318.98000000,1043.41794200,661.78544500,2020-01-04 16:00:00
7351.99000000,7352.00000000,7305.00000000,7308.00000000,1237.98429600,700.10711200,2020-01-04 17:00:00
7306.92000000,7404.00000000,7272.21000000,7351.36000000,4110.02446900,2134.44816900,2020-01-04 18:00:00
7334.83000000,7353.84000000,7283.01000000,7306.60000000,1966.92940100,1094.31068800,2020-01-04 19:00:00
7341.06000000,7352.64000000,7310.67000000,7334.89000000,1433.86406100,799.04817900,2020-01-04 20:00:00
7350.68000000,7367.31000000,7330.72000000,7340.90000000,869.00751400,468.21202600,2020-01-04 21:00:00
7350.24000000,7359.70000000,7342.67000000,7350.72000000,474.92610900,275.80599700,2020-01-04 22:00:00
7354.11000000,7363.00000000,7328.90000000,7350.05000000,528.79310800,274.92710100,2020-01-04 23:00:00
7373.48000000,7393.00000000,7354.11000000,7354.19000000,1432.35544000,776.62883600,2020-01-05 00:00:00
7459.18000000,7481.87000000,7373.43000000,7373.43000000,6394.85574000,3681.01181200,2020-01-05 01:00:00
7443.79000000,7482.87000000,7432.79000000,7459.91000000,2038.01579000,1098.01941700,2020-01-05 02:00:00
7475.99000000,7478.00000000,7439.33000000,7443.92000000,1446.22287600,698.45196300,2020-01-05 03:00:00
7457.14000000,7495.00000000,7444.00000000,7476.00000000,1859.90946700,963.61762000,2020-01-05 04:00:00
7459.12000000,7470.00000000,7444.00000000,7457.18000000,952.44431800,467.70221700,2020-01-05 05:00:00
7457.50000000,7481.25000000,7437.40000000,7458.51000000,1166.46428900,617.68122900,2020-01-05 06:00:00
7463.63000000,7470.36000000,7442.00000000,7457.83000000,888.08785400,438.11524600,2020-01-05 07:00:00
7430.05000000,7472.00000000,7410.00000000,7463.64000000,1595.87833400,699.62332800,2020-01-05 08:00:00
7427.74000000,7436.84000000,7400.00000000,7430.00000000,2072.53709500,1071.63908300,2020-01-05 09:00:00
7415.12000000,7432.28000000,7403.21000000,7427.70000000,995.14421000,554.60784000,2020-01-05 10:00:00
7422.33000000,7440.00000000,7410.00000000,7415.10000000,1001.51761900,555.24831900,2020-01-05 11:00:00
7457.01000000,7460.46000000,7421.93000000,7422.27000000,1079.56126300,556.96614800,2020-01-05 12:00:00
7431.15000000,7458.00000000,7415.00000000,7457.79000000,1337.57108400,622.41217100,2020-01-05 13:00:00
7431.82000000,7444.73000000,7425.00000000,7431.16000000,831.78756000,417.49211200,2020-01-05 14:00:00
7468.42000000,7476.31000000,7430.99000000,7431.71000000,1839.98851800,910.30737600,2020-01-05 15:00:00
7461.38000000,7484.00000000,7450.00000000,7467.91000000,1764.36250900,877.83013500,2020-01-05 16:00:00
7464.65000000,7470.76000000,7445.15000000,7461.26000000,904.27587600,463.13893300,2020-01-05 17:00:00
7438.72000000,7468.87000000,7421.77000000,7464.62000000,1226.76024400,594.86782600,2020-01-05 18:00:00
7444.14000000,7449.69000000,7427.10000000,7439.02000000,952.37598000,471.83179900,2020-01-05 19:00:00
7431.60000000,7445.00000000,7426.00000000,7444.71000000,687.77142300,338.38260200,2020-01-05 20:00:00
7368.52000000,7431.53000000,7361.01000000,7431.01000000,2225.19435800,937.13403100,2020-01-05 21:00:00
7355.73000000,7385.65000000,7318.00000000,7367.62000000,2249.58603700,1006.18354500,2020-01-05 22:00:00
7358.75000000,7363.35000000,7321.00000000,7355.73000000,1388.41772000,636.47597600,2020-01-05 23:00:00
7378.75000000,7384.72000000,7346.76000000,7357.64000000,1358.86778700,712.18397500,2020-01-06 00:00:00
7423.50000000,7426.82000000,7368.55000000,7378.97000000,1630.22754100,917.22356400,2020-01-06 01:00:00
7551.44000000,7562.00000000,7421.64000000,7423.06000000,5819.25697200,3402.17862800,2020-01-06 02:00:00
7540.90000000,7580.00000000,7486.85000000,7551.47000000,4769.90635600,2222.12077100,2020-01-06 03:00:00
7529.52000000,7554.61000000,7516.06000000,7540.90000000,1554.58246100,854.35494500,2020-01-06 04:00:00
7532.85000000,7541.55000000,7496.00000000,7529.52000000,1472.91993000,803.68440300,2020-01-06 05:00:00
7520.00000000,7537.53000000,7510.99000000,7532.85000000,873.32937000,431.80743200,2020-01-06 06:00:00
7507.91000000,7527.27000000,7505.57000000,7520.00000000,921.88639400,444.00482500,2020-01-06 07:00:00
7547.55000000,7551.68000000,7507.39000000,7508.18000000,1690.85779800,814.26494500,2020-01-06 08:00:00
7550.78000000,7553.00000000,7516.51000000,7547.88000000,2074.10587600,864.87892200,2020-01-06 09:00:00
7561.22000000,7576.68000000,7535.64000000,7550.84000000,1912.72869300,915.29911800,2020-01-06 10:00:00
7544.72000000,7582.27000000,7526.88000000,7561.27000000,2149.63522600,1039.19860600,2020-01-06 11:00:00
7557.42000000,7566.24000000,7535.00000000,7544.72000000,1484.61359400,704.89083900,2020-01-06 12:00:00
7528.64000000,7622.00000000,7465.44000000,7557.77000000,3698.14084200,1862.62529400,2020-01-06 13:00:00
7547.93000000,7558.45000000,7505.02000000,7528.59000000,2383.74561100,1303.73241200,2020-01-06 14:00:00
7519.99000000,7553.28000000,7516.34000000,7548.10000000,1644.39387700,799.01666700,2020-01-06 15:00:00
7529.24000000,7546.08000000,7509.43000000,7519.05000000,1626.35541700,736.28242300,2020-01-06 16:00:00
7558.48000000,7561.00000000,7526.91000000,7529.01000000,1102.99852200,569.33917300,2020-01-06 17:00:00
7533.00000000,7560.00000000,7525.96000000,7558.78000000,910.96730600,453.45254100,2020-01-06 18:00:00
7539.90000000,7551.71000000,7524.00000000,7532.50000000,863.25263400,473.86173400,2020-01-06 19:00:00
7551.25000000,7557.99000000,7534.90000000,7539.74000000,978.34291200,569.29348500,2020-01-06 20:00:00
7578.42000000,7608.00000000,7547.56000000,7551.24000000,2101.57766700,1075.09484400,2020-01-06 21:00:00
7712.63000000,7752.00000000,7574.39000000,7578.42000000,6546.73032300,3902.72332700,2020-01-06 22:00:00
7758.00000000,7795.34000000,7690.70000000,7712.58000000,5066.27220700,2982.25489700,2020-01-06 23:00:00
7888.42000000,8000.00000000,7758.29000000,7758.90000000,12714.83070600,6709.96155300,2020-01-07 00:00:00
7905.67000000,7919.99000000,7866.01000000,7889.64000000,3784.60669600,1938.55600800,2020-01-07 01:00:00
7896.20000000,7940.00000000,7892.32000000,7905.67000000,2658.47084600,1370.87466600,2020-01-07 02:00:00
7894.90000000,7916.94000000,7885.75000000,7896.08000000,1811.52833000,975.40936100,2020-01-07 03:00:00
7840.83000000,7905.50000000,7821.00000000,7894.71000000,3265.38955600,1742.82731100,2020-01-07 04:00:00
7869.33000000,7882.56000000,7826.63000000,7839.75000000,1749.12072800,985.34883300,2020-01-07 05:00:00
7872.91000000,7876.00000000,7851.26000000,7869.29000000,1034.37114300,527.42228500,2020-01-07 06:00:00
7883.37000000,7896.72000000,7857.53000000,7873.05000000,1730.80773600,755.63328000,2020-01-07 07:00:00
7883.97000000,7904.72000000,7868.00000000,7883.11000000,2060.94551100,950.46662900,2020-01-07 08:00:00
7856.26000000,7886.17000000,7855.00000000,7884.32000000,1266.18197600,630.52260400,2020-01-07 09:00:00
7889.24000000,7889.78000000,7856.15000000,7856.26000000,1164.56642500,687.79892600,2020-01-07 10:00:00
7895.14000000,7965.00000000,7881.69000000,7888.12000000,4207.10758400,1939.21226200,2020-01-07 11:00:00
7869.05000000,7915.77000000,7840.00000000,7895.13000000,3167.80336200,1506.37948300,2020-01-07 12:00:00
7847.99000000,7869.03000000,7810.73000000,7869.02000000,2935.85674000,1588.38498000,2020-01-07 13:00:00
7838.80000000,7884.59000000,7837.26000000,7847.99000000,2419.77700700,1342.56181700,2020-01-07 14:00:00
7764.59000000,7847.99000000,7740.29000000,7841.16000000,5292.20215100,2540.74763000,2020-01-07 15:00:00
7912.18000000,7940.12000000,7723.71000000,7764.04000000,6410.88207500,3152.24087800,2020-01-07 16:00:00
7938.33000000,7952.05000000,7878.01000000,7912.18000000,3293.00613700,1811.68424700,2020-01-07 17:00:00
8037.69000000,8137.00000000,7919.22000000,7937.88000000,9327.80748700,4762.40488800,2020-01-07 18:00:00
8073.69000000,8111.45000000,8032.39000000,8038.54000000,4283.20868400,2191.47601300,2020-01-07 19:00:00
8162.66000000,8175.01000000,8041.28000000,8073.69000000,4404.72766700,2200.15539600,2020-01-07 20:00:00
8016.44000000,8188.00000000,7975.74000000,8162.57000000,5116.55768000,2162.22421200,2020-01-07 21:00:00
8049.55000000,8067.06000000,7945.72000000,8016.43000000,3088.53339000,1584.06523900,2020-01-07 22:00:00
8145.28000000,8207.68000000,8020.70000000,8049.83000000,3983.39504400,2135.75304800,2020-01-07 23:00:00
8431.82000000,8455.00000000,8142.00000000,8145.92000000,12579.62805700,7296.11213600,2020-01-08 00:00:00
8370.92000000,8448.14000000,8328.89000000,8430.53000000,8384.94555800,3917.52763900,2020-01-08 01:00:00
8278.59000000,8422.00000000,8256.74000000,8370.93000000,4558.24627600,2210.41276600,2020-01-08 02:00:00
8300.34000000,8344.00000000,8244.93000000,8278.07000000,4359.94768700,2055.47772700,2020-01-08 03:00:00
8344.63000000,8355.87000000,8288.00000000,8300.34000000,2575.22239600,1234.43221800,2020-01-08 04:00:00
8334.77000000,8377.00000000,8307.85000000,8343.92000000,2664.27786900,1332.74476000,2020-01-08 05:00:00
8339.13000000,8367.61000000,8319.00000000,8334.76000000,1731.94345400,887.97111400,2020-01-08 06:00:00
8297.26000000,8347.99000000,8277.21000000,8339.14000000,2788.14280100,1476.36793900,2020-01-08 07:00:00
8312.04000000,8329.09000000,8264.86000000,8297.27000000,2508.72705100,1086.81675300,2020-01-08 08:00:00
8297.21000000,8321.83000000,8276.00000000,8312.05000000,2091.83439100,951.15264100,2020-01-08 09:00:00
8326.98000000,8359.00000000,8284.19000000,8296.98000000,2380.67478500,1196.77988700,2020-01-08 10:00:00
8332.47000000,8370.00000000,8325.03000000,8327.06000000,2034.52979700,877.14251900,2020-01-08 11:00:00
8286.16000000,8347.33000000,8276.00000000,8332.20000000,2426.85415400,1074.13418200,2020-01-08 12:00:00
8384.99000000,8418.61000000,8215.20000000,8285.92000000,7456.82961000,3673.40457300,2020-01-08 13:00:00
8310.98000000,8385.00000000,8184.00000000,8384.99000000,6554.98078000,3109.17458700,2020-01-08 14:00:00
8305.97000000,8359.00000000,8237.36000000,8310.98000000,3993.00866900,2144.23259800,2020-01-08 15:00:00
8115.00000000,8335.79000000,8050.00000000,8306.09000000,12758.45028100,6018.51536300,2020-01-08 16:00:00
8077.68000000,8123.98000000,8010.00000000,8115.00000000,7266.04722900,3250.13953500,2020-01-08 17:00:00
8053.70000000,8094.93000000,8035.01000000,8077.68000000,2950.76277400,1202.48960200,2020-01-08 18:00:00
7963.35000000,8069.73000000,7963.05000000,8053.70000000,3758.46188900,1730.87213500,2020-01-08 19:00:00
8046.03000000,8060.86000000,7870.00000000,7963.56000000,8887.84281700,4052.82843700,2020-01-08 20:00:00
8016.06000000,8048.66000000,7957.55000000,8046.42000000,3140.07305500,1602.89507700,2020-01-08 21:00:00
8076.13000000,8080.00000000,7988.58000000,8017.36000000,2119.90201700,1184.59644800,2020-01-08 22:00:00
8055.98000000,8125.57000000,8023.55000000,8076.13000000,2651.30924300,1504.88887800,2020-01-08 23:00:00
7956.55000000,8055.96000000,7928.00000000,8054.72000000,3517.43095000,1762.54010300,2020-01-09 00:00:00
8004.80000000,8037.37000000,7950.00000000,7956.88000000,2413.12347300,1001.11212100,2020-01-09 01:00:00
7982.75000000,8026.01000000,7980.00000000,8004.05000000,1579.53746400,742.41173500,2020-01-09 02:00:00
7954.72000000,7993.46000000,7935.56000000,7983.09000000,2480.16847200,1263.51463700,2020-01-09 03:00:00
7966.85000000,7978.31000000,7928.00000000,7954.96000000,2053.92838600,1218.83227000,2020-01-09 04:00:00
7941.83000000,7966.75000000,7925.68000000,7966.75000000,1404.27000100,759.81798700,2020-01-09 05:00:00
7908.48000000,7951.68000000,7896.00000000,7941.99000000,2068.18413000,1002.85698400,2020-01-09 06:00:00
7949.84000000,7976.67000000,7903.40000000,7908.71000000,2449.53832800,1054.25622800,2020-01-09 07:00:00
7933.10000000,7955.83000000,7909.30000000,7949.57000000,1641.49438700,997.12870600,2020-01-09 08:00:00
7872.35000000,7932.94000000,7864.24000000,7932.51000000,3408.74135600,1506.27122000,2020-01-09 09:00:00
7896.38000000,7934.78000000,7852.01000000,7872.36000000,2923.99813200,1460.77666100,2020-01-09 10:00:00
7878.56000000,7901.99000000,7855.00000000,7895.56000000,1911.85785600,1013.99555700,2020-01-09 11:00:00
7900.91000000,7917.68000000,7871.00000000,7878.02000000,2162.94137200,1201.91868700,2020-01-09 12:00:00
7897.52000000,7945.00000000,7891.43000000,7901.49000000,2859.44236600,1437.21820400,2020-01-09 13:00:00
7885.50000000,7919.59000000,7875.55000000,7897.54000000,1887.75946300,850.21640500,2020-01-09 14:00:00
7907.05000000,7930.00000000,7882.75000000,7885.50000000,1555.44251900,824.98773000,2020-01-09 15:00:00
7818.15000000,7920.01000000,7805.01000000,7907.05000000,4386.28663100,2080.80292600,2020-01-09 16:00:00
7798.60000000,7846.00000000,7778.00000000,7818.15000000,3990.17512900,1887.89066700,2020-01-09 17:00:00
7810.64000000,7832.13000000,7788.68000000,7798.23000000,1529.03045300,770.58055700,2020-01-09 18:00:00
7917.54000000,7957.48000000,7810.30000000,7810.68000000,3465.43865700,1820.22222900,2020-01-09 19:00:00
7818.30000000,8000.00000000,7805.00000000,7917.55000000,6732.41278900,3168.57823800,2020-01-09 20:00:00
7789.96000000,7854.14000000,7750.00000000,7819.97000000,4555.02448100,2121.25722600,2020-01-09 21:00:00
7811.31000000,7873.12000000,7788.78000000,7789.99000000,1877.38028600,1051.73364600,2020-01-09 22:00:00
7817.76000000,7835.00000000,7790.01000000,7811.31000000,1385.91274900,646.83849700,2020-01-09 23:00:00
7820.01000000,7854.06000000,7811.05000000,7817.74000000,1276.75579300,618.12277300,2020-01-10 00:00:00
7804.99000000,7841.57000000,7786.12000000,7820.25000000,1249.56964900,579.48346300,2020-01-10 01:00:00
7803.68000000,7825.00000000,7793.34000000,7804.99000000,1004.33453100,526.04378100,2020-01-10 02:00:00
7818.02000000,7825.00000000,7770.00000000,7803.68000000,1415.75278400,639.44719400,2020-01-10 03:00:00
7795.30000000,7819.84000000,7768.40000000,7818.06000000,1669.78936000,817.31611000,2020-01-10 04:00:00
7748.86000000,7797.95000000,7735.00000000,7795.33000000,2146.93334400,894.78448800,2020-01-10 05:00:00
7748.64000000,7786.13000000,7711.76000000,7748.00000000,2963.81197300,1403.54048400,2020-01-10 06:00:00
7752.98000000,7757.38000000,7725.77000000,7747.25000000,1815.16534500,920.04964200,2020-01-10 07:00:00
7706.53000000,7754.36000000,7680.00000000,7753.05000000,4208.96725600,2061.81113400,2020-01-10 08:00:00
7716.47000000,7750.00000000,7691.91000000,7706.52000000,2842.86873500,1449.96002600,2020-01-10 09:00:00
7771.87000000,7788.00000000,7672.00000000,7716.02000000,3772.53930400,2004.11747700,2020-01-10 10:00:00
7841.69000000,7854.44000000,7766.93000000,7772.12000000,5366.33555700,2519.72369000,2020-01-10 11:00:00
7893.98000000,7899.98000000,7811.00000000,7841.03000000,4174.80608000,1866.32359800,2020-01-10 12:00:00
7870.40000000,7944.00000000,7862.31000000,7893.98000000,4142.50589600,2218.66441300,2020-01-10 13:00:00
7978.65000000,7982.85000000,7850.01000000,7870.70000000,4262.68788900,2378.43486500,2020-01-10 14:00:00
8066.60000000,8086.85000000,7945.44000000,7978.65000000,7367.25067200,4121.88690600,2020-01-10 15:00:00
7952.65000000,8140.11000000,7928.94000000,8067.50000000,8107.57867300,4203.33213700,2020-01-10 16:00:00
7966.30000000,7979.00000000,7909.98000000,7952.23000000,3426.04367300,1665.50351800,2020-01-10 17:00:00
8022.16000000,8113.53000000,7966.30000000,7966.30000000,6172.79101300,3445.78394100,2020-01-10 18:00:00
8059.49000000,8122.00000000,7964.01000000,8022.15000000,5212.52436600,2745.99340500,2020-01-10 19:00:00
8073.16000000,8100.00000000,8039.27000000,8058.05000000,2511.93553100,1343.03656400,2020-01-10 20:00:00
8049.99000000,8135.21000000,8006.65000000,8074.00000000,2919.79654000,1453.12334300,2020-01-10 21:00:00
8090.13000000,8101.86000000,7981.59000000,8048.24000000,1946.83288700,1057.09548100,2020-01-10 22:00:00
8197.02000000,8199.00000000,8064.64000000,8090.13000000,2429.20059700,1428.17687400,2020-01-10 23:00:00
8168.92000000,8200.00000000,8119.75000000,8198.86000000,2971.52216800,1608.00115000,2020-01-11 00:00:00
8204.86000000,8253.26000000,8165.16000000,8168.39000000,3211.74319400,1668.07448500,2020-01-11 01:00:00
8206.19000000,8217.41000000,8155.02000000,8204.84000000,2134.58006800,1164.75397100,2020-01-11 02:00:00
8158.49000000,8207.81000000,8125.09000000,8206.00000000,1711.75896700,701.89925300,2020-01-11 03:00:00
8117.82000000,8179.94000000,8101.00000000,8158.83000000,1445.95788300,757.87223100,2020-01-11 04:00:00
8083.41000000,8118.40000000,8044.65000000,8118.40000000,2285.70584600,1078.06483000,2020-01-11 05:00:00
8124.99000000,8128.98000000,8055.71000000,8083.41000000,1745.20741800,774.39564300,2020-01-11 06:00:00
8074.18000000,8150.00000000,8061.71000000,8124.99000000,1976.07050700,1204.82378100,2020-01-11 07:00:00
8052.96000000,8096.87000000,8037.00000000,8074.17000000,2479.71221300,1233.56710600,2020-01-11 08:00:00
8114.22000000,8129.97000000,8050.83000000,8052.96000000,1672.79778700,952.05025800,2020-01-11 09:00:00
8054.03000000,8117.03000000,8042.89000000,8114.20000000,1477.91350900,731.04871200,2020-01-11 10:00:00
8045.95000000,8074.26000000,8010.00000000,8054.03000000,2106.39441600,961.18227600,2020-01-11 11:00:00
8061.95000000,8068.00000000,8018.41000000,8045.89000000,1788.46524000,902.19794400,2020-01-11 12:00:00
8090.02000000,8102.56000000,8045.01000000,8061.93000000,1952.32684700,1063.73985600,2020-01-11 13:00:00
8053.75000000,8135.00000000,8050.00000000,8090.73000000,2019.03456200,1052.90376700,2020-01-11 14:00:00
8099.73000000,8106.65000000,8053.08000000,8054.00000000,1461.32232600,792.66912400,2020-01-11 15:00:00
8169.46000000,8180.70000000,8070.00000000,8099.16000000,3939.30881300,2195.74844400,2020-01-11 16:00:00
